model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-2024-08-06,1,naive,Creative Writing Prompt,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Participants create a short story or essay based on an article from a newspaper within a limited time frame.,Select an article from the newspaper to serve as inspiration. Sit at one of the desks with the notebook and pen ready. Use the clock to time a 20-minute writing session.,The goal is to write a complete short story or essay inspired by the chosen newspaper article within the time limit.,"After finishing, rate the story on creativity, coherence, and engagement on a scale of 1 to 5 each. The maximum score is 15 points.","['Notebook', 'Pen', 'Newspaper', 'Clock']",34,few_dummy14_0.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Bowl Balance Relay,"[{'name': 'Bowl', 'quantity': 4}, {'name': 'Tray', 'quantity': 1}, {'name': 'Dummy', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}]",A task requiring participants to balance bowls on a tray while walking across a room without dropping anything.,"Place the dummy at one end of the rug, which serves as the start point. Load the tray with the four bowls stacked or arranged securely. Stand at the other end of the rug (approximately 10 feet long).",Carry the tray with bowls from one end of the rug to the other end where the dummy is located without dropping any bowls.,Score each successful walk with no dropped bowls as 5 points. Deduct 1 point for each dropped bowl. Maximum score for a complete round-trip (two walks) is 10 points.,"['Bowl', 'Tray', 'Dummy', 'Rug']",35,few_dummy14_0.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Potted Plant Basketball,"[{'name': 'waste paper ball', 'quantity': 1}, {'name': 'potted plants', 'quantity': 1}, {'name': 'chair', 'quantity': 1}]","This is a fun solo game where you attempt to shoot a waste paper ball into a potted plant from a designated distance, using one of the chairs as a marker.","Place the potted plant on the floor, ensuring it's sturdy and won't tip over easily. Position one chair at a distance of five feet from the plant. This chair serves as the shooting line. The player stands behind the chair and uses the waste paper ball to attempt shots into the potted plant.",The goal is to achieve as many successful shots into the potted plant as possible within 10 attempts.,"Each successful shot scores 5 points. If you score in consecutive attempts, earn an additional bonus point for each consecutive shot. For example, scoring three times in a row earns you 15 points plus 2 bonus points (total 17 for those attempts). The maximum possible score for all ten attempts is 60 points (50 points for successful shots plus 9 potential bonus points for consecutive shots).","['Waste paper ball', 'Potted plants', 'Chair']",36,few_dummy15_0.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Book Tower Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]","The participant attempts to stack all available books into the tallest and most stable tower possible, using only a chair and desk as a stable surface.","Place the desk firmly against a wall to ensure stability. Position a chair nearby, if needed, for the participant to safely reach higher while stacking. All five books are placed within arm’s reach of the player. The participant uses the desk surface as the base for the tower and attempts to stack the books vertically.",The goal is to build the tallest and most stable tower using all five books without the tower toppling over for at least 10 seconds.,5 points per book successfully added in a stable stack. Bonus 10 points if the tower stands stable for over 10 seconds. Deduct 5 points per book if the tower collapses before reaching 10 seconds.,"['Book', 'Chair', 'Desk']",37,few_dummy16_0.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Newspaper Target Practice,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Tray', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",The participant creates a target practice game by using the waste paper ball and aims to land it within a designated target zone represented by the newspaper placed on the tray.,"Lay the newspaper flat on the tray, placing it on the ground as the target. Position a chair across the room approximately 5-6 feet away (or adjust based on room size). The waste paper ball is used as a projectile, and the participant sits on the chair, tossing the ball towards the target.",The goal is to land the paper ball onto the newspaper on the tray a maximum number of times in five attempts.,Each successful throw where the ball lands and stays on the newspaper earns 5 points. Bonus 5 points if all five attempts hit the target. No points are given if the ball misses the tray entirely.,"['Waste paper ball', 'Newspaper', 'Tray', 'Chair']",38,few_dummy16_0.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Pen Obstacle Maze,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Bowl', 'quantity': 4}, {'name': 'Chair', 'quantity': 2}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]","Create a challenging obstacle maze on paper using a pen, guiding an imagined 'marble' through it by tilting the notebook around the room, simulating its movement.","To start this task, the player needs to arrange two chairs opposite each other with a desk in the center to form the maze area. Divide the notebook into a grid using the pen. Place the bowls as obstacles in front of the desk to simulate a path. Sit at the desk with the notebook. Tilt the notebook to guide an imagined 'marble' from the start to finish points on the grid.",The goal of this task is to navigate the imagined 'marble' from the start to finish point on the maze without 'hitting' the drawn obstacles.,"In this task, players award 10 points for every successful maneuver around an obstacle. Subtract 5 points for each time the 'marble' touches a drawn wall. Maximum score possible is based on the number of obstacles drawn.","['Pen', 'Bowl', 'Chair', 'Notebook', 'Desk']",39,few_dummy17_0.0,0,GPT-4o,5,dummy_few
gpt-4o-2024-08-06,1,naive,Newspaper Basketball,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]","Transform a section of the newspaper into a ball and use it to play a mini basketball game, aiming the paper ball into the trash can from various distances.","To start this task, the player needs to crumple a section of the newspaper to create an additional paper ball. Set the trash can at the far end of the room. Mark shooting lines at varying distances using the chair as a reference point. Sit or stand at the designated shooting lines and attempt to toss the paper balls into the trash can.",The goal of this task is to score as many baskets as possible within a set number of attempts.,"In this task, players assign 5 points for each successful basket from the closest line, 10 from mid-range, and 15 from the farthest line. The player with the highest score after all attempts is the winner.","['Newspaper', 'Waste paper ball', 'Trash can', 'Chair']",40,few_dummy17_0.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Potted Plant Arrangement,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Tray', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]","Create a visually appealing arrangement using a potted plant, paintings, and other items to enhance the aesthetic of the room.","To start this task, the player needs to position the desk as a display surface in a prominent location. Place the potted plant in the center of the desk. Arrange the paintings on the wall directly above or adjacent to the desk. Use the tray to add smaller decorative items or as a base for the lamp. Turn on the lamp to highlight the arrangement.",The goal of this task is to achieve a harmonious and visually appealing setup using the provided items.,"In this task, players rate the setup on creativity, symmetry, and aesthetic appeal on a scale of 1-10 by either self-assessment or, if applicable, by the other person in the room. The highest possible score is 30 points.","['Potted plants', 'Paintings', 'Tray', 'Lamp', 'Desk']",41,few_dummy17_0.0,2,GPT-4o,5,dummy_few
gpt-4o-2024-08-06,1,naive,Balancing Bowl Challenge,"[{'name': 'Bowl', 'quantity': 3}, {'name': 'Chair', 'quantity': 4}]",Participants aim to stack bowls on their heads while balancing on one foot. This test of balance and patience challenges participants to maintain composure and stability.,"Place the four chairs in a square formation, creating a small balancing area. Each participant stands behind one chair. The available bowls will be stacked in front of each participant. Players must balance on one foot while placing up to three bowls on their heads, one at a time, without using their hands once a bowl is set.","Players must hold the bowls steady for 30 seconds once stacked, without touching them or losing balance.",5 points for successfully balancing all 3 bowls for 30 seconds. 3 points for balancing 2 bowls for 30 seconds. 1 point for balancing 1 bowl for 30 seconds. Deduct 1 point for each fall or dropped bowl. The highest total points after three attempts wins.,"['Bowl', 'Chair']",42,few_dummy18_0.0,0,GPT-4o,2,dummy_few
gpt-4o-2024-08-06,1,naive,Mystery Book Relay,"[{'name': 'Book', 'quantity': 5}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Players take turns reading a random page from a book and write down a summary in the notebook. The objective is to accurately capture the essence of the page's content in a brief summary.,"Arrange the five books in different spots around a circular path in the room. The notebook and pen are placed in the center. Participants start at one book, read a random page, and must summarize it before moving to the next book. Each move must be quick yet concise.",The goal is to create accurate summaries for as many different book pages as possible in the time limit of 15 minutes.,3 points for an accurate and concise summary. 1 point for a less precise or overly verbose summary. Deduct 1 point for failing to summarize two consecutive pages. Judges review the summaries for clarity and coherence to determine accuracy. The highest score wins.,"['Book', 'Notebook', 'Pen']",43,few_dummy18_0.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Target Toss,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Tray', 'quantity': 1}]","Participants attempt to throw a waste paper ball onto a pillow target laid out on the floor, using the tray as the launch platform. The objective is to land the ball softly on the designated pillow.",Place both pillows on the floor at varying distances from a designated throwing line. Set the tray at the starting point. Participants take turns placing the waste paper ball on the tray and then flipping the ball toward each pillow target using the tray's edge.,"The aim is to land the waste paper ball onto the pillows as precisely as possible, scoring more points based on distance and accuracy.","5 points for landing the ball on the furthest pillow. 3 points for landing the ball on the closest pillow. Deduct 1 point for missing the pillow completely. Each player gets five attempts, and their total score determines the winner.","['Pillow', 'Waste paper ball', 'Tray']",44,few_dummy18_0.0,2,GPT-4o,3,dummy_few
