idx,PROLIFIC_PID,userSetting,model_name,temperature,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskOrder,TaskID,nObjects,ValidTaskID
13,38,dummy_few,gpt-4o-2024-08-06,1,Book Arrangement Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Desk', 'quantity': 2}, {'name': 'Chair', 'quantity': 1}]","Arrange the books on the two desks in a visually pleasing or thematic manner, based on a theme or story you devise.","Place the two desks side by side, creating a canvass for your book arrangement. Sit on the chair for comfort while planning and executing the arrangement. Create a theme or storyline for the books. Examples could include colors, genres, or an abstract concept like ""journey."" Place the books on the desks according to the chosen theme, experimenting with different stacks, spreads, or angles.",To create an aesthetically pleasing or thematic arrangement of books on the two desks that reflects a coherent theme or narrative.,"Rate the satisfaction of the final arrangement on a scale of 1-10 based on personal aesthetic appeal and thematic coherence. Optionally, take a photo and share it with someone who can provide feedback for an alternative score.","['Book', 'Desk', 'Chair']",0,41,3,41
13,38,dummy_few,gpt-4o-2024-08-06,1,Newspaper Trivia Hunt,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Use the newspaper to create a trivia quiz and challenge yourself or others.,"Sit on the chair with the newspaper, notebook, and pen. Browse through the newspaper, marking interesting facts or stories that stand out. Using the notebook, formulate trivia questions based on the information found in the newspaper. Write down the answers in a separate section of the notebook.",Create a minimum of 10 trivia questions based on the newspaper's content.,Score yourself 1 point for each trivia question that you correctly remember and answer without looking at the proposed answers. Total your points to see how well you retained the information.,"['Newspaper', 'Notebook', 'Pen', 'Chair']",1,42,4,42
13,38,dummy_few,gpt-4o-2024-08-06,1,Pillow Arrangement Art,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}]","Design a visually appealing arrangement using the pillows, potted plant, and the sofa setup.","Place the sofa centrally on the rug to make it accessible from all sides. Use the pillows to create an aesthetically pleasing or cozy configuration on the sofa. Add the potted plant to complement the arrangement, emphasizing balance and symmetry, or perhaps highlighting a color contrast with the pillows. Step back and assess the look of the arrangement.",Create an arrangement that maximizes visual harmony and comfort on the sofa and surrounding area.,Rate the visual appeal and sense of comfort on a 1-10 scale post-arrangement. Consider inviting feedback from others on social media or friends (even if remotely) for another perspective.,"['Pillow', 'Sofa', 'Rug', 'Potted plants']",2,43,4,43
14,39,human_few,gpt-4o-2024-08-06,1,Bowl Accuracy Challenge,"[{'name': 'Bowl', 'quantity': 4}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Participants aim to throw a waste paper ball into bowls placed at varying distances.,"Set up the four bowls at different distances from a central chair. The participant sits on the chair and tries to throw the waste paper ball into each of the bowls, which are lined up at different distances on the ground.",Aim to accurately throw the waste paper ball into as many bowls as possible from a seated position.,"Each successful throw into a bowl scores 2 points. If the participant successfully lands the ball in each of the bowls consecutively, they receive an additional 5 bonus points. Maximum score: 13 points.","['Bowl', 'Waste paper ball', 'Chair', 'Other people']",0,44,4,44
14,39,human_few,gpt-4o-2024-08-06,1,Strategic Plant Arrangement,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Chair', 'quantity': 4}, {'name': 'Rug', 'quantity': 1}]",Rearrange room furniture creatively around the single potted plant to enhance aesthetic harmony.,"Place the rug in a central area of the room. Participants must artistically and systematically arrange the four chairs around the potted plant, placed on the rug, seeking to create the most visually balanced setting without moving the rug.",Create an aesthetically pleasing and harmonious arrangement of plant and chairs.,"Subjective evaluation based on visual harmony, judged on a scale of 1-10, with 10 being extraordinarily creative and balanced.","['Potted plants', 'Chair', 'Rug']",1,45,3,45
14,39,human_few,gpt-4o-2024-08-06,1,Relaxing Reading Relay,"[{'name': 'Book', 'quantity': 5}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}]",Create a relaxing sequence of reading breaks on the sofa using the pillows for comfort.,"Place the two pillows on each end of the sofa for back support. The participant selects five books to have beside them. They alternate reading passages from each book, taking comfortable rest breaks in between each.",Immerse in a diverse reading experience while ensuring comfort and relaxation.,"Personal relaxation rating after the task, on a scale of 1-10, where 10 is feeling extremely calm and mentally refreshed, and 1 is no relaxation achieved.","['Book', 'Sofa', 'Pillow']",2,46,3,46
15,43,dummy_many,gpt-4o-2024-08-06,1,Mindful Kalimba Melody,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}]","Create a calming environment to play the Kalimba, focusing on relaxing patterns to boost your mood.","Place the pillow on the floor in a quiet corner of the room to sit comfortably. Sit cross-legged or however you're comfortable on the pillow. Hold the Kalimba in your hands, ensuring you��re comfortable and relaxed before beginning to play. Choose a simple melody or create your own tune, focusing on the soothing, repetitive sound.","The goal is to engage in a calming activity that promotes relaxation and mindfulness, reducing stress and enhancing your mood.","After playing, rate your relaxation and mood on a scale of 1-10, where 10 means feeling completely relaxed and uplifted, and 1 means no change. Aim for a score of 7 or higher.","['Kalimba', 'Pillow']",0,47,2,47
15,43,dummy_many,gpt-4o-2024-08-06,1,Newspaper Craft Art,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Use the newspaper to create a unique piece of art or craft by cutting, folding, and drawing with the pen to express creativity.","Spread the newspaper out on a desk or table. Use the pen to sketch a design on it, and carefully cut along the lines or fold the paper to create models, shapes, or figures. This can be simple origami or a more abstract paper art piece.",Use artistic expression to engage your creative side and produce a pleasing or meaningful piece of art.,"Upon finishing, self-evaluate the piece based on creativity and personal satisfaction on a scale of 1-10, with 10 being highly creative and satisfying, and 1 being not creative or satisfying at all.","['Newspaper', 'Pen']",1,48,2,48
16,44,human_few,gpt-4o-2024-08-06,1,Cultural Film Review,"[{'name': 'TV', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Watch a film related to a specific culture or historical event on the TV and then write a brief review in the notebook, capturing thoughts and insights.","Set up the TV in a comfortable spot, with the notebook and pen easily accessible. Select a culturally rich or historically significant film to watch. Once the film starts, take notes, jotting down key insights or emotional reactions in the notebook.",The goal is to gain knowledge about different cultures or historical contexts and articulate personal reflections on the film.,"After writing the review, self-evaluate on a scale of 1 to 5 on these criteria: Insightfulness, Personal Reflection, and Cultural Understanding. A total score of 15 reflects a deep engagement with the material.","['Notebook', 'Pen', 'TV']",0,50,3,49
16,44,human_few,gpt-4o-2024-08-06,1,Creativity with Words,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]","Use the waste paper ball as a source of creative inspiration. Write a short story or poem inspired by the object, focusing on its journey or significance.",Sit comfortably at the desk with the notebook and pen. Place the waste paper ball in front of you. Spend a few moments observing it before beginning to write a story or poem considering where it came from and what role it plays.,"To boost creativity and storytelling skills through a seemingly mundane object, reflecting on the beauty in simplicity.","After completing the piece, rate the creativity and originality on a scale of 1 to 5. Additionally, score the structure and coherence, with a potential total score of 10.","['Waste paper ball', 'Pen', 'Notebook', 'Desk', 'Chair']",1,51,5,50
16,44,human_few,gpt-4o-2024-08-06,1,Cozy Reading Time,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Potted plants', 'quantity': 1}, {'name': 'Book', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}]","Create a cozy reading nook and dedicate some time to read a book, allowing for relaxation and learning.",Arrange the pillows on the sofa for maximum comfort. Place the potted plant nearby to enrich the atmosphere. Select a book from the available options and settle into the reading nook.,To indulge in a peaceful reading session that both relaxes and enriches the mind.,"After reading, rate relaxation levels and intellectual engagement from 1 to 5. Full marks in both categories would signify a perfect fusion of relaxation and learning.","['Pillow', 'Potted plants', 'Book', 'Sofa']",2,52,4,51
17,45,dummy_many,gpt-4o-2024-08-06,1,Kalimba Serenade,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}]",This task involves playing the kalimba as a form of mindfulness and relaxation exercise. The aim is to focus on the sound and rhythm for emotional well-being.,"Spread the rug on the floor in a quiet corner of the room. Sit comfortably on the rug with the kalimba. Close your eyes, take a deep breath, and play slow, soothing tunes on the kalimba. Focus fully on each note and the sensation of the thumb movements.",The goal is to achieve a state of relaxation and mindfulness through focused music playing.,"Rate your level of relaxation on a scale of 1-10 after 10 minutes of playing, with 10 being completely relaxed and 1 being not relaxed at all.","['Kalimba', 'Rug']",0,53,2,52
